200 	 0.
210 	 0.
220 	 0.
230 	 0.
240 	 0.
250 	 0.
260 	 0.
270 	 0.
280 	 0.072047
290 	 0.28529
300 	 0.39266
310 	 0.43072
320 	 0.43605
330 	 0.43875
340 	 0.44666
350 	 0.46171
360 	 0.48213
370 	 0.50536
380 	 0.52836
390 	 0.54768
400 	 0.55921
410 	 0.55892
420 	 0.55059
430 	 0.53481
440 	 0.51939
450 	 0.50074
460 	 0.46879
470 	 0.44316
480 	 0.43287
490 	 0.43147
500 	 0.43199
510 	 0.42877
520 	 0.42128
530 	 0.41032
540 	 0.39663
550 	 0.38100
560 	 0.3642
570 	 0.34698
580 	 0.33013
590 	 0.31442
600 	 0.30041
610 	 0.28800
620 	 0.27692
630 	 0.26691
640 	 0.25770
650 	 0.24903
660 	 0.24062
670 	 0.23223
680 	 0.22357
690 	 0.21439
700 	 0.20442
710 	 0.19351
720 	 0.18207
730 	 0.17063
740 	 0.15976
750 	 0.15
760 	 0.14175
770 	 0.13490
780 	 0.12917
790 	 0.12429
800 	 0.12
810 	 0.11601
820 	 0.11208
830 	 0.10792
840 	 0.10327
850 	 0.097867
860 	 0.091428
870 	 0.083690
880 	 0.074386
890 	 0.063245
900 	 0.05
